电流,电压,电功,热功,温度
37.4867302,422.6682038,15.84444892,2.94444038,79.97954445
37.82254657,422.5018415,15.98009558,2.977109729,79.97821421
38.16485166,422.3290599,16.11812592,3.010647623,79.97705035
38.50771725,422.1532054,16.25615627,3.044466452,79.97608624
38.87320728,421.9575892,16.40284483,3.080966767,79.97528935
39.39531575,421.6715524,16.61188395,3.133615924,79.97457301
39.77395233,421.46712,16.76341314,3.171864849,79.97436521
40.15260026,421.2664239,16.91494232,3.210119463,79.9744209
40.61326377,421.02837,17.09933624,3.256616731,79.97484044
41.0761971,420.7966796,17.28472735,3.303254478,79.97564349
41.53927392,420.5687007,17.47011846,3.34996414,79.97681668
42.01498594,420.3433093,17.66071823,3.397798096,79.97839069
42.49018732,420.1280134,17.85131799,3.445376114,79.98031489
42.96542042,419.9171702,18.04191776,3.492970032,79.98256337
43.21080561,419.8110444,18.14037344,3.517504938,79.98384473
43.45610723,419.7069247,18.23882912,3.541997952,79.98520057
43.86060157,419.5389746,18.40123181,3.58233366,79.98758547
44.26492086,419.3754595,18.56362153,3.622594597,79.99013941
44.66138464,419.2189016,18.72289661,3.662032867,79.99283821
45.28609551,418.9790806,18.97392666,3.724116914,79.99733299
46.17580698,418.6464422,19.33133731,3.81264247,80.0040884
47.01474341,418.3342634,19.66787805,3.896588754,80.01061667
47.63992748,418.0918751,19.91786661,3.959951461,80.01546303
48.2662185,417.8461828,20.16785516,4.023868987,80.02021168
48.89364407,417.5970948,20.41784372,4.088355167,80.02479437
49.47203567,417.3626762,20.6477812,4.148315868,80.02912367
49.95184616,417.1660763,20.83821567,4.198369338,80.03247559
50.43235561,416.9674388,21.02865015,4.248773129,80.0355808
51.25470567,416.6241935,21.35395041,4.335646568,80.04025746
51.74538759,416.4179155,21.54770643,4.387827392,80.04265567
52.23659975,416.2112879,21.74146246,4.440273985,80.04475269
53.01403177,415.8822591,22.0475953,4.523801273,80.04757333
53.64283938,415.6174925,22.2949024,4.591661606,80.04922551
54.27200835,415.3560965,22.54220953,4.659703056,80.05027975
54.90144305,415.0986811,22.7895166,4.7278777,80.0507849
55.72381368,414.7687043,23.112494,4.817084314,80.05073856
56.42216649,414.4958198,23.38675215,4.892850652,80.05023932
57.12151214,414.2265363,23.66124612,4.968878792,80.04945568
57.82133247,413.9603686,23.9357401,5.045144849,80.04849111
58.98094396,413.5245621,24.39006902,5.172029945,80.04680428
60.14238884,413.0929688,24.84439795,5.299833965,80.0452997
60.4766606,412.9694888,24.97501561,5.336758054,80.04493279
61.1327005,412.7276949,25.23115856,5.409431753,80.04438735
62.23947356,412.3214475,25.66266983,5.532651091,80.04408503
62.82184275,412.1072145,25.88933463,5.59787812,80.04425894
63.09936284,412.0027885,25.99711345,5.629196372,80.04445753
63.32595742,411.917649,26.0850795,5.654802784,80.04466212
63.55262484,411.832644,26.17304552,5.680445713,80.04490309
63.97391696,411.6752443,26.33647789,5.728171113,80.04544994
65.05649534,411.2752972,26.75612946,5.851123427,80.04744942
66.24894565,410.8425941,27.21788869,5.987037425,80.05058933
67.21411958,410.4643435,27.58899946,6.099685755,80.05378393
67.99471851,410.1681653,27.88926894,6.190663597,80.05673773
68.77471827,409.8822841,28.18953861,6.28134112,80.05993006
69.63169547,409.5765151,28.51950717,6.380901889,80.06360151
70.48906143,409.2759238,28.84947574,6.480657512,80.0673369
71.65923136,408.8690656,29.29924297,6.617396292,80.07233878
72.86947532,408.4497166,29.76351654,6.759714426,80.0772379
73.46878192,408.2421662,29.99305468,6.830557273,80.07952675
73.58954221,408.1989132,30.03917116,6.844967709,80.0801186
73.66267597,408.1705601,30.06693571,6.853858848,80.08067627
73.72850889,408.1450855,30.09192856,6.861862404,80.08114348
73.79433622,408.1196871,30.11692141,6.869863162,80.08157612
73.95752487,408.0571845,30.17889937,6.889677709,80.08250112
74.38690266,407.8966503,30.34216842,6.941618993,80.08398577
74.8502685,407.7299218,30.51869413,6.997338923,80.08417829
75.31286493,407.5694089,30.69521984,7.05267321,80.08316894
75.77500416,407.413314,30.87174557,7.107778342,80.08130496
76.27799619,407.2461705,31.06392184,7.167708899,80.07876774
76.78115366,407.08034,31.25609814,7.227722373,80.07616093
77.28463931,406.9149408,31.44827443,7.287900339,80.07391739
77.70200501,406.7780714,31.60747174,7.337892729,80.07257074
78.11961591,406.6413881,31.76666905,7.388008022,80.07185688
78.54169476,406.4830339,31.92586637,7.44036271,80.07187635
78.99243193,406.3099619,32.09541201,7.496733028,80.07273605
79.44038533,406.153086,32.26495765,7.55170808,80.07439511
79.88688768,406.0053443,32.43450334,7.605955848,80.0767242
80.10557655,405.934659,32.5176299,7.632439259,80.07807517
80.58870459,405.7780161,32.70112467,7.691095225,80.0813504
80.72433145,405.733925,32.75259984,7.707598191,80.08233633
80.72425109,405.7331749,32.75250668,7.707651071,80.08264931
80.66804369,405.7497571,32.73103913,7.700946663,80.08294616
80.61650588,405.765067,32.71136191,7.694792394,80.08319985
80.56494757,405.7804997,32.69168468,7.68862785,80.08343457
80.44115101,405.8180598,32.64447183,7.673792089,80.08391943
80.00559564,405.9557527,32.47873179,7.621225492,80.08474532
79.51181347,406.1212835,32.29143974,7.561026814,80.08406747
79.01678505,406.295291,32.10414768,7.500203501,80.08177552
78.52103848,406.4752101,31.91685562,7.439020234,80.07804595
78.02503503,406.6587544,31.72956356,7.377708215,80.0731244
77.52910005,406.8442878,31.54227149,7.316430519,80.06730654
77.03342403,407.0308418,31.35497943,7.255282615,80.06091678
76.39192487,407.2732403,31.11238677,7.176346674,80.05237945
75.89324265,407.4622652,30.92363256,7.115154152,80.04586007
75.39497382,407.6515558,30.73487837,7.054168827,80.03980261
74.89712739,407.8410648,30.54612418,6.993395214,80.03445336
74.39971543,408.0307273,30.35736999,6.932839359,80.02999797
73.9027531,408.2204592,30.16861581,6.872508872,80.0265567
73.40625589,408.4101723,29.97986162,6.812411504,80.02418084
72.91023673,408.5997901,29.79110743,6.752553743,80.02285298
72.4147044,408.7892574,29.60235324,6.69293999,80.02249141
72.21424634,408.8659039,29.52594311,6.668877652,80.02260136
72.11121008,408.904288,29.48658301,6.656594487,80.02268671
72.03483728,408.9302252,29.45722223,6.647676122,80.02271207
71.95846808,408.9561971,29.42786145,6.638759557,80.02273454
71.88210157,408.9822088,29.39850067,6.629844343,80.0227537
71.55578003,409.0938597,29.27303024,6.591757722,80.02279719
70.90608542,409.3186189,29.02318095,6.515970709,80.02269463
69.9154103,409.6674833,28.64207019,6.400540828,80.02203966
68.64100523,410.1259588,28.15145808,6.252402745,80.02029941
67.36806852,410.5928312,27.66084598,6.105000624,80.01756916
66.0970985,411.0654555,27.1702339,5.958584236,80.01391273
64.81646241,411.5461437,26.67496515,5.811979707,80.0093939
63.46928422,412.0553802,26.15286004,5.658859704,80.00390038
62.12516372,412.5663964,25.63075492,5.50727226,79.99786339
60.4571126,413.2033504,24.98108148,5.320894426,79.98997416
58.73668004,413.863795,24.30898531,5.130685032,79.9818011
57.02134541,414.5270328,23.63688912,4.943030795,79.97407661
55.31091084,415.1946256,22.96479292,4.757832539,79.96720434
53.8913231,415.7542487,22.40554655,4.605561055,79.96234594
52.47503593,416.317965,21.84630017,4.454943867,79.95840261
51.06208436,416.8857189,21.28705374,4.305998527,79.95541196
49.67869647,417.4477119,20.73825817,4.161420286,79.95336936
48.03840535,418.121234,20.08587732,3.991663595,79.95208583
47.11297747,418.5020452,19.71687743,3.896825704,79.95190538
46.19038641,418.8723917,19.34787763,3.80340967,79.95203561
44.82978224,419.4188078,18.80245382,3.666878965,79.95261351
43.19038134,420.0807777,18.14344898,3.504192449,79.95360839
41.49315511,420.773637,17.45922579,3.337741403,79.95457318
40.08891944,421.3554539,16.89168485,3.201459194,79.9550411
38.68778648,421.945668,16.32414391,3.066732105,79.95497586
37.28976298,422.5450019,15.75660297,2.933563524,79.95424538
35.89489176,423.1538594,15.18906198,2.801974915,79.95278871
34.5031722,423.7732404,14.62152109,2.671965957,79.95061315
33.11458802,424.4044993,14.05398015,2.543528496,79.94778728
31.68686656,425.0688955,13.46910137,2.412812725,79.94432253
30.26250082,425.7487728,12.88422259,2.283778898,79.94046408
28.48728681,426.6229103,12.15332921,2.124909336,79.93535799
28.41517438,426.660223,12.12362464,2.118470175,79.93497579
28.34307342,426.6975523,12.09392005,2.11203673,79.93460401
28.27098475,426.7348854,12.06421544,2.105609447,79.93424289
28.07382792,426.8369965,11.98294839,2.088058666,79.93330928
27.77018749,426.9943187,11.85771229,2.061105822,79.9320292
27.466764,427.151745,11.73247617,2.034261711,79.93094441
27.16354239,427.3095122,11.60724005,2.007518786,79.93005663
26.7479831,427.5268946,11.43548215,1.970992373,79.92915596
26.07308504,427.8836849,11.1562477,1.91195819,79.92842943
25.3341744,428.2803733,10.85012967,1.847723585,79.9285728
24.59626334,428.6834734,10.5440116,1.783989979,79.9295151
23.83991777,429.1044015,10.22981365,1.719096634,79.93105986
23.06329026,429.5454158,9.906730603,1.652922779,79.93296126
22.28778904,429.9954356,9.583647558,1.587313442,79.93487948
21.40666773,430.5195029,9.215987948,1.513342352,79.93671998
20.52702798,431.05745,8.848328338,1.44011385,79.93790951
19.80907059,431.5084002,8.54778036,1.380811238,79.9382547
19.37722532,431.7851493,8.366798127,1.345346397,79.93815644
19.29065491,431.8425623,8.330525844,1.338228358,79.93807942
19.24833517,431.8724349,8.312825379,1.334717544,79.93799808
19.1984595,431.9075399,8.291959413,1.330585077,79.93790446
19.148598,431.9425111,8.271093503,1.326459708,79.93781503
19.06198489,432.0030122,8.234834892,1.319306588,79.93767079
18.95508463,432.0774068,8.190063814,1.310497717,79.93751225
18.84822777,432.1516503,8.145292735,1.301710596,79.93737535
18.68309991,432.2665257,8.076078685,1.288160182,79.93720495
18.38861247,432.4724165,7.952567671,1.264069849,79.9370099
18.09434799,432.6796776,7.829056656,1.24009127,79.93692685
17.80039311,432.8862622,7.705545642,1.216267863,79.93691229
17.50669078,433.0935369,7.582034627,1.192571033,79.93691792
17.33400314,433.2174008,7.509391787,1.178660344,79.93691475
17.16137755,433.3421909,7.436748946,1.16478075,79.93689294
16.94695407,433.4992873,7.34649251,1.147565048,79.93685098
16.77590432,433.6204672,7.274375468,1.13394949,79.93684494
16.62601549,433.7251691,7.211121378,1.122077138,79.93687957
16.50367835,433.8104,7.159467308,1.112414075,79.93693005
16.3813796,433.8958875,7.107813238,1.102770246,79.93699031
16.21646276,434.0119897,7.038139266,1.089785521,79.93706824
16.05160029,434.129007,6.968465295,1.076828049,79.93712576
15.88054647,434.2513677,6.896149026,1.063409679,79.93714694
15.58181586,434.4673506,6.769790253,1.040040364,79.93706364
15.18216132,434.7611106,6.600613316,1.008904687,79.93674467
14.75964233,435.0779976,6.421595628,0.976149769,79.93626477
14.3375229,435.4014275,6.24257794,0.94359512,79.93580011
13.86720111,435.7703401,6.042914944,0.907526056,79.93544729
13.43363481,436.1186339,5.85865846,0.874472858,79.9353607
13.02246872,436.4566129,5.683742589,0.843306367,79.93547948
12.6117117,436.8024616,5.508826717,0.812344906,79.93560163
12.09926464,437.2464755,5.290360821,0.773964949,79.93551783
11.71519306,437.5886435,5.126435439,0.745388122,79.93527469
11.63094473,437.6634851,5.090439804,0.739157277,79.9352023
11.54670454,437.7391101,5.05444417,0.732930514,79.93512748
11.46247492,437.8154431,5.018448537,0.72670905,79.93505273
11.37826025,437.8923309,4.982452904,0.720495078,79.93498009
11.26011858,438.0009502,4.931942638,0.711791036,79.93488535
11.10427322,438.1455255,4.865287624,0.700334107,79.93477846
10.94849382,438.2915761,4.79863261,0.688910241,79.93469623
10.76947861,438.4619287,4.722006362,0.675811489,79.93461767
10.56077962,438.6639331,4.632633125,0.660581787,79.93450405
10.26994679,438.9503901,4.507997151,0.639448155,79.93427152
10.07813167,439.1426463,4.42573741,0.625567391,79.93407955
10.010098,439.2115007,4.396550164,0.620655183,79.93400592
9.793418907,439.4332501,4.3035539,0.605048764,79.9337689
9.413428207,439.8317618,4.140324713,0.577821137,79.93338642
8.745926814,440.5652545,3.853151473,0.530433061,79.93293148
8.662426978,440.6603187,3.817187833,0.524545381,79.93289455
8.414216621,440.9476813,3.710229309,0.507097297,79.93281649
8.207679229,441.1925149,3.62116664,0.492640449,79.93278042
7.91979732,441.5430473,3.496931442,0.472585087,79.93275972
7.853396777,441.625509,3.46826035,0.46797527,79.93275988
7.707944832,441.808353,3.405434411,0.457898598,79.93276681
7.488411731,442.0902902,3.310554115,0.44274574,79.93279212
7.321901949,442.3091488,3.238544219,0.431298535,79.93282016
7.242521565,442.4141461,3.204193994,0.425862168,79.9328563
7.278446746,442.3645835,3.219727064,0.428335317,79.93286498
7.308354793,442.3234816,3.232656937,0.430395757,79.93287577
7.338266216,442.2825195,3.245586871,0.432457889,79.93289012
7.398851136,442.1999908,3.271771904,0.436638891,79.9329301
7.463616649,442.1124087,3.299757535,0.441114669,79.93298886
7.505682722,442.0558731,3.317931129,0.444025196,79.93303583
7.529643629,442.0237922,3.328281631,0.445684246,79.93306566
7.624338441,441.8978597,3.369178839,0.452249443,79.93320502
7.760805699,441.7187181,3.428093145,0.461734493,79.93346486
8.016301955,441.3904089,3.538318798,0.479567244,79.93412652
8.413687156,440.8967331,3.70956718,0.50749405,79.93554866
8.811587806,440.4218227,3.880815563,0.535679207,79.93735576
9.316317703,439.8447185,4.097733137,0.571739529,79.93997072
9.823003156,439.2912254,4.315159093,0.608271618,79.94273593
10.43344231,438.6554722,4.576686565,0.652705054,79.945959
11.04490255,438.0494994,4.838214033,0.697650265,79.94880512
11.54881297,437.5712756,5.053428821,0.735002638,79.95070967
12.05335522,437.110125,5.268643609,0.772671699,79.95212898
12.55850507,436.6649029,5.483858397,0.810645293,79.95305608
13.06423986,436.2345796,5.699073185,0.84891207,79.95354124
13.28471531,436.0515532,5.792820747,0.86566998,79.95362894
13.33633728,436.0090436,5.814763661,0.869600738,79.95364022
13.37395664,435.9779734,5.830750512,0.872469253,79.95364661
13.43596535,435.9265195,5.85709361,0.877205813,79.95365391
13.52476276,435.852873,5.894806705,0.88399926,79.95365779
13.613582,435.7794882,5.932519798,0.890803652,79.95365456
13.78434132,435.6393018,6.00500083,0.903909652,79.95363193
13.95517606,435.5001927,6.077481862,0.91705345,79.95359162
14.12608395,435.3621935,6.149962894,0.930233917,79.95353919
14.34050558,435.1907574,6.240855485,0.946812536,79.95346557
14.71049353,434.8986622,6.397573957,0.975537357,79.95335098
15.08090826,434.6086002,6.554292427,1.004476083,79.95328742
15.56179995,434.2385157,6.75753291,1.042265444,79.95335387
16.04326796,433.8750316,6.960773393,1.080343666,79.95364316
16.54475881,433.503824,7.172216213,1.120255289,79.9542232
17.16412598,433.0555532,7.433020073,1.169887179,79.95533815
17.8195624,432.5928206,7.708614762,1.222806666,79.95693729
18.47594913,432.1406925,7.984209452,1.276202462,79.95885101
19.25677287,431.6166511,8.311543819,1.340228204,79.96130021
20.09962572,431.0668268,8.66428188,1.40994013,79.96387566
20.94392088,430.5316088,9.017019953,1.480374962,79.96614468
21.78961698,430.0102213,9.36975802,1.551511965,79.9679732
22.63667612,429.5019303,9.722496089,1.623332142,79.96936607
23.48506357,429.0060415,10.07523415,1.695818088,79.97044564
24.38904101,428.4913809,10.45049386,1.773644902,79.97146773
25.28039809,427.9970124,10.81993486,1.850964918,79.97256063
26.01148084,427.6007763,11.1225294,1.91479958,79.97363397
26.74344982,427.2120469,11.42512394,1.979078434,79.97492703
27.65047514,426.7410147,11.79959182,2.059224695,79.97680869
28.02595075,426.5499879,11.95446895,2.092541413,79.97762361
28.2391479,426.4439711,12.04241437,2.111453439,79.97795991
28.41387176,426.3574246,12.11446519,2.126976718,79.97826345
28.58865001,426.2711267,12.18651605,2.142527257,79.97859425
28.93715338,426.0998544,12.33011684,2.173601368,79.97933192
29.41860903,425.8650298,12.52835681,2.216673911,79.98051008
30.04624001,425.5590164,12.78644835,2.273160066,79.98228715
30.67539692,425.2443715,13.04453988,2.330411036,79.98429328
31.38565388,424.890212,13.33545713,2.39548481,79.98674674
32.16953463,424.501306,13.65600946,2.467824805,79.98957249
32.95465024,424.1150093,13.97656179,2.540783733,79.99240512
33.95223814,423.6305781,14.38320627,2.634144683,79.99581402
34.95151363,423.1533691,14.78985075,2.728351477,79.99886652
35.96399853,422.6783443,15.20120335,2.824470896,80.00147957
36.46108493,422.4482435,15.40292128,2.871899829,80.00257267
36.66698903,422.3554432,15.4865024,2.891520815,80.00290985
36.94038639,422.2349551,15.59752239,2.917531531,80.00326295
37.16387913,422.1367767,15.68824015,2.938831546,80.00356977
37.38745633,422.0388196,15.77895793,2.960173883,80.00389535
37.82753702,421.8466916,15.95742135,3.002285246,80.004591
38.83689964,421.4090648,16.36622156,3.099392119,80.00645925
39.9632065,420.925669,16.82153943,3.208595474,80.0089632
41.08606712,420.4489532,17.27459391,3.318334913,80.011854
42.35832115,419.9155186,17.78691639,3.443684483,80.01551095
44.03889114,419.2229775,18.46211507,3.610811687,80.02072367
46.66226091,418.171115,19.51280967,3.874987812,80.02902729
48.40407769,417.4913063,20.20828162,4.052539529,80.03442793
49.25549567,417.1631849,20.54757945,4.139984662,80.03701768
50.01486433,416.8717693,20.84978498,4.218385654,80.03921658
50.92962649,416.498794,21.21212801,4.31453461,80.0414341
51.28394437,416.3487803,21.35200769,4.352244151,80.04200783
51.63855255,416.1984857,21.49188738,4.390099193,80.042413
51.9818735,416.0499508,21.62705591,4.427008062,80.04265959
52.23178525,415.9339463,21.72497256,4.454350781,80.04267299
52.40729287,415.8524779,21.7937026,4.473587691,80.04253952
52.58284981,415.7711634,21.86243264,4.492849322,80.04229416
52.86036554,415.6434214,21.97106319,4.523313654,80.04170681
53.43509179,415.3744314,22.19557087,4.586867046,80.03992728
54.009952,415.1101365,22.42007855,4.650487576,80.03764937
54.25361449,414.9998275,22.51524066,4.67745266,80.03640847
54.27255189,414.9855273,22.52232357,4.679861423,80.03597068
54.2881602,414.9740652,22.52817853,4.68182957,80.03559442
54.30372847,414.9629156,22.53403349,4.683777648,80.03520423
54.33470235,414.9415259,22.5457243,4.687611392,80.03438731
54.41946177,414.8875842,22.57795903,4.697859308,80.03194761
54.53120384,414.8245949,22.62088454,4.710940531,80.02847794
54.64209514,414.7683209,22.66381005,4.723595338,80.02505091
54.75253905,414.7156636,22.70673557,4.736025901,80.02198607
54.86278875,414.6646861,22.74966108,4.748359131,80.01954519
54.91078308,414.6427742,22.76835943,4.753716226,80.01871664
54.98931353,414.6070694,22.79895813,4.762478121,80.01773324
55.09466363,414.5596069,22.8400221,4.77421714,80.01714874
55.19494203,414.5186112,22.87933071,4.785169507,80.01722206
55.29247063,414.4828232,22.91777932,4.79560363,80.01733185
55.37193753,414.453639,22.94910101,4.804111904,80.01746322
55.45142167,414.4244097,22.98042269,4.812628817,80.01763336
55.60752261,414.3668577,23.04191441,4.829377136,80.01807717
56.09780549,414.1846415,23.23484945,4.882178939,80.02031737
56.58884319,414.0000603,23.4277845,4.93535907,80.02368601
57.08057107,413.8136514,23.62071954,4.988885123,80.02789621
57.5728521,413.6264526,23.81365458,5.042688428,80.03261784
58.1982087,413.3895861,24.05853341,5.111247336,80.03877117
58.68268076,413.2074787,24.24812256,5.164482559,80.04335143
59.16735692,413.0269289,24.43771172,5.217820079,80.04745955
59.65223528,412.8479136,24.62730087,5.271258943,80.05090513
60.13733607,412.6702586,24.81689003,5.324809295,80.05357218
60.62268363,412.4937677,25.00647918,5.378483332,80.05541822
61.1082976,412.3182829,25.19606833,5.432290896,80.05646937
61.59419098,412.1436954,25.38565749,5.486238507,80.05681084
62.08037191,411.9699328,25.57524664,5.540330238,80.05657385
62.56685067,411.7969103,25.7648358,5.59457125,80.05592047
63.24504221,411.5569483,26.02893657,5.670389844,80.05469011
63.96443019,411.3045576,26.30886166,5.751032366,80.05352111
64.60137491,411.0829358,26.55652285,5.822617056,80.05297972
65.05266583,410.9259297,26.73182719,5.873506225,80.05293583
65.50433222,410.7687329,26.90713154,5.924583577,80.05323329
66.12204887,410.5374689,27.14557858,5.995745027,80.05421823
66.74010207,410.3084168,27.38402561,6.067075158,80.05584806
67.35736569,410.0883752,27.62247265,6.138009543,80.05804665
67.97448026,409.873229,27.86091971,6.208869219,80.06069851
68.59198397,409.6596298,28.09936676,6.279923944,80.06366651
69.66291596,409.2889418,28.51226116,6.403796056,80.0690572
70.48351961,409.004588,28.8280829,6.499272684,80.07314817
71.30532184,408.7199089,29.14390465,6.595350055,80.07691346
72.12819352,408.4356609,29.45972639,6.691963454,80.08019355
72.95205887,408.152266,29.77554814,6.789074894,80.08292354
73.77690578,407.8697739,30.09136988,6.886678304,80.0851262
74.59424687,407.5908044,30.40392908,6.983782234,80.08688105
74.60482189,407.5859766,30.40787919,6.985132476,80.08698313
74.61538643,407.5812076,30.41182931,6.986477462,80.08707494
74.62593849,407.5765081,30.41577942,6.987816193,80.08715552
74.66384829,407.5601927,30.4300124,6.992584154,80.08735279
74.75962541,407.5227683,30.4662495,7.004351919,80.08723852
74.89028592,407.479111,30.51622713,7.019863228,80.08580476
75.01979196,407.4418757,30.56620475,7.0347959,80.08319716
75.14870381,407.4079901,30.61618237,7.049430753,80.07983687
75.27741653,407.375298,30.66615999,7.063965804,80.07617431
75.41235971,407.3411517,30.71855746,7.0792038,80.07248498
75.52413354,407.3127676,30.76194385,7.09184006,80.06982194
75.63593765,407.2843043,30.80533024,7.104491497,80.06773572
75.74776011,407.2558264,30.84871664,7.117152132,80.06634798
75.85959798,407.2273497,30.89210303,7.129820494,80.06571215
75.97145607,407.1988484,30.93548943,7.142498986,80.06581747
76.08679235,407.1694064,30.98021407,7.155582543,80.06662811
76.20470673,407.1262791,31.02493871,7.169958282,80.06804221
76.34945163,407.0760137,31.08003042,7.187414808,80.07035572
76.4919939,407.0376588,31.13512212,7.203767351,80.07298476
76.5785575,407.0137238,31.16852385,7.213752541,80.07390202
76.73215776,406.9678453,31.22752091,7.231742153,80.07487315
76.84906473,406.9321627,31.27235611,7.2455024,80.07565541
76.96611762,406.8958172,31.31719133,7.259335785,80.07647531
77.16636432,406.8325296,31.3937872,7.283106444,80.07794552
77.37376128,406.7658186,31.47300134,7.307842643,80.07953627
77.8573195,406.6077979,31.65739324,7.3658171,80.08330888
78.46980582,406.4049058,31.89051405,7.439683256,80.08785744
78.95039814,406.2447936,32.07318819,7.4978889,80.09099739
79.43141337,406.0844568,32.25586235,7.556306512,80.09355409
79.91284114,405.9239546,32.4385365,7.614930901,80.09546107
80.39469452,405.7632266,32.62121065,7.673768606,80.09674589
80.87698272,405.6022331,32.8038848,7.732824249,80.09751042
81.35970882,405.4409661,32.98655895,7.792099377,80.09790673
82.00345237,405.2257148,33.2299076,7.871404266,80.09819734
82.64797861,405.0099812,33.47325626,7.951101446,80.09854011
82.99682346,404.8931247,33.60484319,7.994360578,80.09884253
83.11467006,404.8530856,33.64923063,8.009039552,80.09899446
83.12295438,404.8486989,33.65221993,8.010202479,80.09906641
83.12954947,404.8454688,33.65462143,8.011106536,80.0991067
83.13608918,404.8425089,33.65702293,8.01198283,80.09912915
83.14830154,404.8375582,33.66155537,8.013571402,80.09912354
83.19504095,404.8232651,33.67928812,8.01926512,80.09856796
83.25185644,404.8125004,33.70139217,8.025637816,80.09690013
83.30800835,404.8049748,33.72349622,8.031677914,80.09453811
83.36402132,404.7981339,33.74560026,8.037648373,80.09195695
83.42004337,404.7912581,33.7677043,8.043623385,80.08959986
83.47608569,404.7842932,33.78980835,8.049608558,80.08780813
83.53215535,404.7772053,33.8119124,8.055607429,80.0867791
83.5882757,404.7698815,33.83401644,8.06163171,80.08655426
83.64770325,404.7465642,33.85612049,8.06931361,80.08706357
83.7048704,404.7342093,33.87822454,8.075862562,80.08809338
83.76080339,404.7278347,33.90032859,8.081792935,80.08936255
83.81706361,404.7198883,33.92243262,8.087887319,80.09060083
83.87376271,404.7098351,33.94453667,8.09420168,80.09159079
83.93065954,404.6988421,33.96664073,8.100615143,80.09219052
83.94746095,404.6955089,33.97316043,8.10251655,80.09228369
83.91593055,404.7056893,33.96125451,8.098618974,80.09229284
83.80522014,404.740553,33.91937114,8.085012691,80.09228052
83.72653287,404.7656099,33.88962114,8.075323497,80.09225516
83.64780163,404.7909268,33.85987115,8.065612261,80.09221459
83.5282006,404.8298042,33.81470509,8.050832555,80.09212391
82.95379491,405.0216917,33.59808635,7.9795509,80.09120998
82.03491319,405.3409256,33.25210764,7.864972842,80.08816775
81.11561075,405.6694962,32.90612895,7.750183911,80.08331841
80.1969165,406.0025207,32.56015025,7.635699811,80.07689916
79.27928386,406.3378223,32.21417156,7.521747806,80.06921272
78.35259557,406.6783242,31.86430226,7.407147577,80.06050839
77.26718563,407.0790356,31.45385141,7.273575326,80.04965126
76.16860584,407.4862946,31.03766296,7.139139756,80.03851421
75.30585847,407.8070853,30.71026264,7.034118657,80.03003473
74.44444189,408.1280154,30.38286233,6.929764575,80.02214495
73.58438233,408.4489271,30.05546201,6.826090645,80.01508807
72.72571635,408.769596,29.72806169,6.723115204,80.00905655
71.86846445,409.0898783,29.40066138,6.620848514,80.00418681
71.01261936,409.4097827,29.07326106,6.519286941,80.00055354
70.15818376,409.7292604,28.74586075,6.418431824,79.99816667
69.30513123,410.0484326,28.41846043,6.31826992,79.99697184
68.45345291,410.3673214,28.09106011,6.218796793,79.99685483
67.60314248,410.6859353,27.7636598,6.120009269,79.99764956
66.71368666,411.0195014,27.42062623,6.017234762,79.99923035
65.70997466,411.3962539,27.03283742,5.901948661,80.00159447
64.63410317,411.8005385,26.61635849,5.779185295,80.00437794
63.74635178,412.1345207,26.27207213,5.678517861,80.00656679
62.86003142,412.4685463,25.92778578,5.578567681,80.00836766
61.97508997,412.8029413,25.58349942,5.479308631,80.00957659
61.09148973,413.1379539,25.23921307,5.380721817,80.01004458
60.20939202,413.4724812,24.89492671,5.28288809,80.00968254
59.32892035,413.8056145,24.55064034,5.185869361,80.00846283
58.45000756,414.1377394,24.206354,5.089631959,80.00641583
57.5736409,414.4616762,23.86206771,4.99467072,80.00362853
56.69377561,414.7890124,23.51595519,4.89978201,80.00020683
55.55481521,415.2144009,23.06715931,4.77771454,79.99513139
54.31361924,415.6789106,22.57702608,4.645742461,79.98916856
53.07228222,416.1453779,22.08578494,4.514807596,79.98322291
52.06789969,416.5249833,21.68758105,4.409600493,79.97871919
51.06513098,416.9063457,21.28937715,4.305202264,79.97473896
50.06397644,417.2895311,20.89117326,4.20161308,79.97142127
49.06479973,417.6715176,20.49296936,4.099015209,79.96883804
48.06765771,418.0516884,20.09476546,3.997437156,79.96699413
47.07157197,418.4385768,19.69656158,3.896388524,79.96582573
46.07687735,418.8295472,19.29835768,3.796037146,79.96521516
45.03573689,419.2417457,18.88086095,3.69169927,79.96500177
43.69032537,419.778291,18.34025012,3.557970469,79.96502531
42.3479147,420.3191445,17.79963928,3.425745736,79.96502977
41.00839543,420.8657341,17.25902844,3.29497021,79.96465485
39.67172637,421.4189585,16.71841761,3.165623256,79.96364477
38.33790783,421.9793851,16.17780677,3.03770502,79.96187971
37.00692752,422.5478036,15.63719594,2.911209346,79.95937954
35.67875758,423.1253029,15.09658511,2.78612227,79.95628395
34.35338778,423.7129207,14.55597427,2.662438668,79.952816
32.8602969,424.3897767,13.94557406,2.524480207,79.94879328
31.24569488,425.1412838,13.28383483,2.376957638,79.94468689
29.9073596,425.7812685,12.73399351,2.256006051,79.94169327
28.5719921,426.4369158,12.18415219,2.136541931,79.93921801
28.5139759,426.46679,12.16026377,2.131351787,79.93902963
28.47853966,426.4857201,12.1456905,2.128163913,79.93886087
28.44311367,426.5045436,12.13111722,2.124981177,79.93871388
28.40055687,426.5270076,12.11360454,2.121163775,79.93856647
